SMILES,LogD,log_KSOL,log_HLM CLint,log_MLM CLint,log_Caco-2 Permeability Papp A>B,log_Caco-2 Permeability Efflux,log_MPPB,log_MBPB,log_MGMB,log_MDR1 Efflux_fang,log_KSOL_fang,log_HPPM_fang,log_RPPB_fang,log_RLM CLint_fang,LogD_az,logD7.4,log_Papp,log_kobs,pIC50_CYP3A4,pIC50_CYP2C9,pIC50_CYP2D6
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,,,,,,,,,,,,,,,,,,-2.12,4.781,4.744,5.917
C(=C/c1ccccc1)\CNCc1ccc2c(c1)OCO2,,,1.590016582,,,,,,,-0.471818046,1.602819342,,,2.758029545,,,,,,,
C(=C/c1nc2ccccc2n2cccc12)\c1ccccc1,,,,,,,,,,,,,,,,4.84,,,,,
C(=C/c1nn[nH]n1)\c1ccccc1,,,,,,,,,,,,,,,-0.4,,,,,,
C(=C\c1ccccc1)\C=N\c1ccc2c(c1)Cc1ccccc1-2,,,,,,,,,,,,,,,,,,-2.017,4.909,5.02,4.857
C(=C\c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,,,,,,,,,,,,,,,,,,-2.11,4.781,4.728,5.858
C(=C\c1ccccc1)\CN1CCN(CCOC(c2ccccc2)c2ccccc2)CC1,,,,,,,,,,,,,,,,,,-2.1,4.829,4.748,5.575
C(=NCCN1CCOCC1)=NC1CCCCC1,,,,,,,,,,,,,,,,,,-1.714,4.827,4.728,4.815
C(=N\Nc1ccccn1)\c1cccnc1,,,,,,,,,,,,,,,,,,-2.222,4.847,4.666,4.972
C(=N\Nc1nnc2c(n1)[nH]c1ccccc12)\c1cccnc1,,,,,,,,,,,,,,,,,,-2.271,5.066,4.77,4.978
C(=N\c1ccc2c(c1)Cc1ccccc1-2)\c1ccccn1,,,,,,,,,,,,,,,,,,-1.869,5.053,4.983,4.865
C(=N\c1cnc2ccccc2c1)\c1ccc2ccccc2n1,,,,,,,,,,,,,,,,,,-1.882,4.678,4.794,4.719
C(CCc1nnc2c(n1)CCCC2)Cc1nnc2c(n1)CCCC2,,,,,,,,,,,,,,,,,,-2.123,4.647,4.683,4.655
C(Cc1nnn[nH]1)c1nnn[nH]1,,,,,,,,,,,,,,,,,,-2.76,4.504,4.584,4.493
C/C(=C(/CCO)SSC[C@@H]1CCCO1)N(C=O)Cc1cnc(C)nc1N,,,,,,,,,,,,,,,,,,-1.841,4.842,4.667,4.646
C/C(=C(/CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,,,,,,,,,,,,,,,,,,-2.054,4.539,4.5,4.499
C/C(=C/CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21)CN,,,,,,,,,,,,,,,,,,-2.086,4.839,4.72,5.862
C/C(=C/CN)CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,,,,,,,,,,,,,,,,,,-1.98,4.895,4.704,5.993
C/C(=C/COc1c2occc2cc2ccc(=O)oc12)CO,,,1.261286665,,,,,,,-0.179355496,,,,2.645545073,,,,,,,
C/C(=C\C1CCCCC1)C(NC(=O)c1ccc(C(F)(F)F)cc1)c1ccc(-c2ccccc2)cc1,,,,,,,,,,,,,,,,,,-1.679,5.132,4.953,4.99
C/C(=C\C1CCCCC1)C(NC(=O)c1cccnc1)c1ccc(-c2ccccc2)cc1,,,,,,,,,,,,,,,,,,-1.536,6.136,5.155,5.366
C/C(=C\C=C/[C@@H](C)C(=O)O)[C@H]1CN[C@H](C(=O)O)[C@@H]1CC(=O)O,,,,,,,,,,,,,,,,,,-2.275,4.809,4.799,4.82
C/C(=C\CNc1ncnc2c1ncn2[C@@H]1O[C@@H](CO)[C@@H](O)[C@H]1O)CO,,,,,,,,,,,,,,,,,,-2.15,4.613,4.586,4.572
C/C(=C\CNc1ncnc2nc[nH]c12)CO,,,,,,,,,,,,,,,,,,-2.314,4.67,4.664,4.669
C/C(=C\COc1c2ccoc2cc2oc(=O)ccc12)CC[C@@H](O)C(C)(C)O,,,,,,,,,,,,,,,,,,-1.875,5.146,4.892,4.743
C/C(=C\COc1cc(=O)[nH]c2ccccc12)CC[C@@H](O)C(C)(C)O,,,,,,,,,,,,,,,,,,-1.955,4.931,4.797,4.685
C/C(=C\COc1ccc2ccc(=O)oc2c1)C/C=C/C(C)C,,,,,,,,,,,,,,,,,,-1.683,5.291,4.859,4.83
C/C(=C\[C@@H](N)C(=O)O)CP(=O)(O)O,,,,,,,,,,,,,,,,,,-2.151,4.837,4.758,4.783
C/C(=C\c1ccc(C(=O)O)cc1)c1ccc2c(c1)C(C)(C)CCC2(C)C,,,,,,,,,,,,,,,,,,-2.279,4.704,4.746,4.64
C/C(=C\c1ccc(Cl)cc1)C(C)(C)C(=O)O,,,,,,,,,,,,,,,,,,-2.254,4.772,4.773,4.788
C/C(=N/C1CCCCC1)c1ccccc1O,,,,,,,,,,,,,,,,,,-1.996,4.831,4.862,4.817
C/C(=N/NC(=O)c1ccncc1)c1ccccc1Cl,,,,,,,,,,,,,,,,,,-2.401,5.666,5.33,5.79
C/C(=N/NC1=NCCN1)c1cn(C2=NCCN2)nc1C,,,,,,,,,,,,,,,,,,-2.327,4.615,4.643,4.774
C/C(=N/NS(=O)(=O)c1ccc(C)cc1)P(=O)(O)O,,,,,,,,,,,,,,,,,,-2.237,4.691,4.671,4.692
C/C(=N/Nc1ccc2ccccc2n1)c1ccccc1O,,,,,,,,,,,,,,,,,,-1.887,4.746,4.846,4.735
C/C(=N/Nc1nc(C)cc(O)n1)C(=O)O,,,,,,,,,,,,,,,,,,-2.332,4.737,4.727,4.746
C/C(=N/O)[C@@H]1C[C@H](CC(=O)O)C1(C)C,,,,,,,,,,,,,,,,,,-2.301,4.692,4.687,4.725
C/C(=N/O)c1ccc2cc(Br)c3ccccc3c2c1,,,,,,,,,,,,,,,,,,-2.17,4.767,4.87,4.785
C/C(=N/S(=O)(=O)c1ccc(Cl)c(Cl)c1)OCC(C)(C)C,,,,,,,,,,,,,,,,,,-1.962,4.944,4.8,4.687
C/C(=N\CC(=O)O)c1ccccc1,,,,,,,,,,,,,,,,,,-2.434,4.684,4.736,4.736
C/C(=N\NC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1)c1cc(Cl)ccc1O,,,,,,,,,,,,,,,,,,-1.739,5.174,5.294,4.925
C/C(=N\NC(=O)c1ccncc1)c1ccc2ccccc2c1O,,,,,,,,,,,,,,,,,,-2.375,5.573,5.563,5.71
C/C(=N\NC(N)=S)c1ccc[nH]1,,,,,,,,,,,,,,,,,,-2.116,4.682,4.686,4.709
C/C(=N\O)c1cccc[n+]1Cc1ccccc1,,,,,,,,,,,,,,,,,,-2.253,4.68,4.715,4.711
C/C(=N\[N+](C)(C)C)c1ccc(C)c(C)c1,,,,,,,,,,,,,,,,,,-2.361,4.611,4.628,4.779
C/C(CC/C(C)=N/O)=N/O,,,,,,,,,,,,,,,,,,-2.247,4.752,4.739,4.772
C/C(CCC(=O)OC[C@@H]1O[C@H](C#Cc2ccccc2)C=C[C@@H]1Oc1ccc(C)cc1)=N/OC[C@@H](C)[C@H](OCc1ccccc1)C(C)C,,,,,,,,,,,,,,,,,,-1.518,5.659,4.875,4.9
C/C(CCC(=O)OC[C@@H]1O[C@H](C#Cc2ccccc2)C=C[C@@H]1Oc1ccc(C)cc1)=N/OC[C@@H](O)COCc1ccco1,,,,,,,,,,,,,,,,,,-1.65,5.274,4.952,4.771
C/C(CCC(=O)OC[C@@H]1O[C@H](C#Cc2ccccc2)C=C[C@@H]1Oc1ccc(C)cc1)=N/OC[C@@H](O)[C@H]1O[C@H]2OC(C)(C)O[C@H]2[C@@H]1O,,,,,,,,,,,,,,,,,,-1.799,5.153,4.782,4.636
C/C(CCC(=O)OC[C@@H]1O[C@H](C#Cc2ccccc2)C=C[C@@H]1Oc1ccc(C)cc1)=N/O[C@@H](C)CN1CCCCc2nc(C)c(C)cc21,,,,,,,,,,,,,,,,,,-1.381,5.564,4.839,4.778
C/C(CCC(=O)OC[C@@H]1O[C@H](C#Cc2ccccc2)C=C[C@@H]1Oc1ccc(C)cc1)=N/O[C@@H](C)CN1CCCc2nc(C)c(C)cc21,,,,,,,,,,,,,,,,,,-1.349,5.571,4.838,4.775
C/C(CCC(=O)OC[C@@H]1O[C@H](C#Cc2ccccc2)C=C[C@@H]1Oc1ccc(C)cc1)=N/O[C@@H](C)c1cn([C@H](CO)Cc2ccccc2)nn1,,,,,,,,,,,,,,,,,,-1.449,5.581,4.973,4.805
C/C(CCC(=O)OC[C@@H]1O[C@H](C#Cc2ccccc2)C=C[C@@H]1Oc1ccc(C)cc1)=N/O[C@@H](C)c1cn([C@H]2COC[C@H]2O)nn1,,,,,,,,,,,,,,,,,,-1.797,5.091,4.777,4.667
C/C(CCN1CCCCc2nc(C)c(C)cc21)=N\OC[C@@H](C)[C@H](OCc1ccccc1)C(C)C,,,,,,,,,,,,,,,,,,-1.418,5.649,4.75,4.946
C/C(CCN1CCCCc2nc(C)c(C)cc21)=N\OC[C@@H](O)COCc1ccco1,,,,,,,,,,,,,,,,,,-1.582,5.087,4.7,4.667
C/C(CCN1CCCCc2nc(C)c(C)cc21)=N\O[C@@H](C)CN1CCCCc2nc(C)c(C)cc21,,,,,,,,,,,,,,,,,,-1.425,5.218,4.669,4.674
C/C(CCN1CCCCc2nc(C)c(C)cc21)=N\O[C@@H](C)CN1CCCc2nc(C)c(C)cc21,,,,,,,,,,,,,,,,,,-1.395,5.195,4.653,4.653
C/C(CCN1CCCCc2nc(C)c(C)cc21)=N\O[C@@H](C)c1cc(-c2c(C)cc(C)cc2C)no1,,,,,,,,,,,,,,,,,,-1.391,5.643,4.826,4.754
C/C(CCN1CCCCc2nc(C)c(C)cc21)=N\O[C@@H](C)c1cn([C@H](CO)Cc2ccccc2)nn1,,,,,,,,,,,,,,,,,,-1.333,5.469,4.746,4.715
C/C(CCN1CCCc2nc(C)c(C)cc21)=N\OC[C@@H](C)[C@H](OCc1ccccc1)C(C)C,,,,,,,,,,,,,,,,,,-1.38,5.655,4.74,4.929
C/C(CCN1CCCc2nc(C)c(C)cc21)=N\OC[C@@H](O)COCc1ccco1,,,,,,,,,,,,,,,,,,-1.559,5.06,4.686,4.648
C/C(CCN1CCCc2nc(C)c(C)cc21)=N\O[C@@H](C)CN1CCCCc2nc(C)c(C)cc21,,,,,,,,,,,,,,,,,,-1.401,5.195,4.655,4.654
C/C(CCN1CCCc2nc(C)c(C)cc21)=N\O[C@@H](C)CN1CCCc2nc(C)c(C)cc21,,,,,,,,,,,,,,,,,,-1.378,5.163,4.639,4.634
C/C(CCN1CCCc2nc(C)c(C)cc21)=N\O[C@@H](C)c1cc(-c2c(C)cc(C)cc2C)no1,,,,,,,,,,,,,,,,,,-1.359,5.646,4.82,4.745
C/C(CCN1CCCc2nc(C)c(C)cc21)=N\O[C@@H](C)c1cn([C@@H]2COC[C@@H]2O)nn1,,,,,,,,,,,,,,,,,,-1.808,4.567,4.505,4.461
C/C(CCN1CCCc2nc(C)c(C)cc21)=N\O[C@@H](C)c1cn([C@H](CO)Cc2ccccc2)nn1,,,,,,,,,,,,,,,,,,-1.323,5.434,4.732,4.702
C/C(CCN1CCc2nc(-c3ccccc3)c(-c3ccccc3)cc2C1)=N\OC[C@@H](C)[C@H](OCc1ccccc1)C(C)C,,,,,,,,,,,,,,,,,,-1.568,5.488,4.818,5.319
C/C(CCN1CCc2nc(-c3ccccc3)c(-c3ccccc3)cc2C1)=N\OC[C@@H](O)COCc1ccco1,,,,,,,,,,,,,,,,,,-1.781,5.117,4.808,4.917
C/C(CCN1CCc2nc(-c3ccccc3)c(-c3ccccc3)cc2C1)=N\OC[C@@H](O)[C@@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1O,,,,,,,,,,,,,,,,,,-1.893,4.908,4.715,4.636
C/C(CCN1CCc2nc(-c3ccccc3)c(-c3ccccc3)cc2C1)=N\O[C@@H](C)CN1CCCCc2nc(C)c(C)cc21,,,,,,,,,,,,,,,,,,-1.484,5.349,4.773,4.88
C/C(CCN1CCc2nc(-c3ccccc3)c(-c3ccccc3)cc2C1)=N\O[C@@H](C)CN1CCCc2nc(C)c(C)cc21,,,,,,,,,,,,,,,,,,-1.441,5.365,4.772,4.871
C/C(CCN1CCc2nc(-c3ccccc3)c(-c3ccccc3)cc2C1)=N\O[C@@H](C)c1cc(-c2c(C)cc(C)cc2C)no1,,,,,,,,,,,,,,,,,,-1.64,5.412,4.908,4.849
C/C(CCN1CCc2nc(-c3ccccc3)c(-c3ccccc3)cc2C1)=N\O[C@@H](C)c1cn([C@H](CO)Cc2ccccc2)nn1,,,,,,,,,,,,,,,,,,-1.451,5.503,4.905,4.895
C/C(CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21)=C(/F)CN,,,,,,,,,,,,,,,,,,-1.91,5.051,4.73,5.794
C/C(CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21)=C(\F)CN,,,,,,,,,,,,,,,,,,-1.91,5.06,4.733,5.864
C/C(CN)=C(/F)CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,,,,,,,,,,,,,,,,,,-1.977,4.976,4.737,5.854
C/C(CN)=C(\F)CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,,,,,,,,,,,,,,,,,,-1.976,4.987,4.735,5.896
C/C(C[n+]1ccccc1)=N\NC(=N)N,,,,,,,,,,,,,,,,,,-2.43,4.655,4.658,4.679
C/C(O)=C(/C#N)C(=O)Nc1cc(Br)ccc1Br,,,,,,,,,,,,,,,,,,-2.487,4.814,5.372,4.699
C/C1=C\CC(C)(C)/C=C/C(=O)/C(C)=C/CC1,,,,,,,,,,,,,,,,,,-1.527,5.888,4.784,4.859
C/C1=C\CC(C)(C)/C=C/C(=O)/C(C)=C/[C@H](O)C1,,,,,,,,,,,,,,,,,,-1.5,5.877,4.748,4.884
C/C1=C\CC[C@@]2(C)O[C@@H]2CC(C)(C)/C=C/C1=O,,,,,,,,,,,,,,,,,,-1.567,5.742,4.732,4.751
C/C1=C\[C@H](O)C[C@@]2(C)O[C@@H]2CC(C)(C)/C=C/C1=O,,,,,,,,,,,,,,,,,,-1.788,5.455,4.71,4.736
C/C1=C\[C@H](O)C[C@]2(C)O[C@@H]2CC(C)(C)/C=C/C1=O,,,,,,,,,,,,,,,,,,-1.706,5.55,4.731,4.763
C/C=C(/C)C(=O)OC1Cc2c(ccc3ccc(=O)oc23)OC1(C)C,,,,,,,,,,,,,,,,,,-1.904,4.943,4.744,4.679
C/C=C(/C)C(=O)O[C@@H]([C@@H](O)c1cc2ccc(=O)oc2cc1OC)C(C)(C)O,,,,,,,,,,,,,,,,,-4.8499289,,,,
C/C=C(/C)C(=O)O[C@H](c1cc2ccc(=O)oc2cc1OC)[C@H](O)C(C)(C)O,,,,,,,,,,,,,,,,,-4.8123703,,,,
C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,,,,,,,,,,,,,,,,,,-1.677,5.151,5.212,4.779
C/C=C(C(=C\C)\c1ccc(O)cc1)/c1ccc(O)cc1,,,,,,,,,,,,,,,,,,-1.644,5.186,5.257,4.785
C/C=C(\C)C(=O)N[C@@H](c1ccccc1)[C@@H](O)C(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3cccc(N=[N+]=[N-])c3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](OC(=O)CC)[C@@]3(C)C(=O)[C@H](O)C(=C1C)C2(C)C,,,,,,,,,,,,,,,,,-5.022276395,,,,
C/C=C(\C)C(=O)O.C/C=C(\C)C(=O)O.CO[C@@H]1CC[C@@]2(C)[C@@H](CC[C@@]3(C)[C@H]2CC=C2[C@H]4CC(C)(C)[C@H](O)[C@@H](OC(C)=O)[C@]4(CO)[C@H](O)C[C@]23C)[C@@]1(C)CO.O=C(O)[C@H]1OC[C@@H](O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H]1O[C@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O,,,,,,,,,,,,,,,,,,-2.188,4.636,4.604,4.609
C/C=C(\C)C(=O)OC1CC(OC(C)=O)[C@@]2(C(=O)OC)COC3C2[C@@]12CO[C@](O)(C(=O)OC)C2[C@](C)(C12O[C@@]1(C)C1CC2OC2OC=C[C@]21O)C3O,,,,,,,,,,,,,,,,,,-2.074,4.779,4.615,4.553
C/C=C(\C)C(=O)OC1[C@@H]2C=C3C4CC(=O)OC(c5ccoc5)[C@]4(C)CCC3[C@@](C)(C2=O)C(C(O)C(=O)OC)C1(C)C,,,,,,,,,,,,,,,,,,-1.53,5.736,4.71,4.692
C/C=C(\C)C(=O)OC1c2c(ccc3ccc(=O)oc23)OC(C)(C)C1OC(C)=O,,,,,,,,,,,,,,,,,,-1.93,4.97,4.795,4.687
C/C=C(\C)C(=O)O[C@@H]1C(C)=C2[C@H]([C@@H]1OC(=O)CCCCCCC)[C@@](C)(OC(C)=O)C[C@@H](OC(=O)CCC)[C@@]1(O)[C@H]2OC(=O)[C@]1(C)O,,,,,,,,,,,,,,,,,,-1.476,5.878,4.791,4.748
C/C=C(\C)C(=O)O[C@H]1[C@@H](OC(C)=O)c2c(ccc3ccc(=O)oc23)OC1(C)C,,,,,,,,,,,,,,,,,-4.5799999,,,,
C/C=C/C#CCC/C=C\C=C\C(=O)NCC(C)C,,,,,,,,,,,,,,,,,-4.0,,,,
C/C=C/C(=O)N(CC)c1ccccc1C,,,,,,,,,,,,,,,,,,-1.439,5.623,5.124,4.735
C/C=C/C1Oc2ccc(OC)cc2N2C(=O)C(C)C(OCOC)C12,,,,,,,,,,,,,,,,,,-1.369,5.588,4.855,4.798
C/C=C/CC(=O)N1CCC(c2cc(Cc3ccccc3)n[nH]2)CC1,,,1.715736003,,,,,,,0.382653147,1.38219721,,,2.887008186,,,,,,,
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,,,,,,,,,,,,,,,,,,-1.357,6.071,4.673,4.864
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H]([C@@H](C)CN2CCN(CCOC)CC2)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,,,,,,,,,,,,,,,,,,-1.233,5.99,4.663,4.914
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](SCCN(C)C)C(=O)N(C)[C@@H](CC(C)(C)O)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,,,,,,,,,,,,,,,,,,-1.337,5.807,4.671,4.877
C/C=C/OC(=O)NC(c1cccc(C)c1)[C@@]1(C(=O)OCC)CCCC1=O,,,,,,,,,,,,,,,,,,-1.534,5.914,4.892,4.713
C/C=C/OC(=O)NC(c1ccccc1)[C@@]1(C(=O)OC)CCCC1=O,,,,,,,,,,,,,,,,,,-1.928,5.34,4.827,4.676
C/C=C/OC(=O)NC(c1ccccc1)[C@@]1(C(=O)OCC)CCCC1=O,,,,,,,,,,,,,,,,,,-1.85,5.587,4.866,4.697
C/C=C/OC(=O)NC(c1ccccc1)[C@]1(C(C)=O)CCCC1=O,,,,,,,,,,,,,,,,,,-1.837,5.37,4.721,4.676
C/C=C/OC(=O)NC(c1ccccc1)[C@]1(C(C)=O)CCOC1=O,,,,,,,,,,,,,,,,,,-2.073,5.051,4.757,4.669
C/C=C/c1cc(OC)c2c(c1)C(C)C(c1cc(OC)c(O)c(OC)c1)O2,,,,,,,,,,,,,,,,,-5.3400002,,,,
C/C=C/c1ccc2c(c1)OCO2,,,,,,,,,,,,,,,,,,-1.631,5.251,5.147,5.572
C/C=C/c1ccc2ccccc2n1,,,,,,,,,,,,,,,,2.23,,,,,
C/C=C/c1nc2cc(OC)ccc2n2cccc12,,,,,,,,,,,,,,,,3.47,,,,,
C/C=C/c1nc2ccc(OC)cc2n2cccc12,,,,,,,,,,,,,,,,3.48,,,,,
C/C=C/c1nc2ccccc2n2cccc12,,,,,,,,,,,,,,,,3.44,,,,,
C/C=C1/C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,,,,,,,,,,,,,,,,,,-1.478,5.701,4.681,4.726
C/C=C1\C(=O)C[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3CC[C@@]12C,,,,,,,,,,,,,,,,,,-1.575,5.51,4.642,4.692
C/C=C1\C[C@H](C)[C@@](O)(CO)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,,,,,,,,,,,,,,,,,,-2.076,4.633,4.61,4.62
C/C=C1\C[C@H](C)[C@](O)(CO)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,,,,,,,,,,,,,,,,,,-2.076,4.625,4.603,4.611
C/C=C1\C[N@@+]2(C)CC[C@@]34C(=C(C=O)[C@H]1C[C@H]32)Nc1ccccc14,,,,,,,,,,,,,,,,,,-2.023,4.739,4.631,4.779
C/C=C\C#C/C=C/C(O)CCCCCC(C)=O,,,,,,,,,,,,,,,,,-4.3099017,,,,
C/C=C\C#CCC/C=C\C=C\C(=O)NCC(C)C,,,,,,,,,,,,,,,,,-3.8599999,,,,
C/C=C\C(=O)N(CC)c1ccccc1C,,,,,,,,,,,,,,,,,,-1.419,5.613,5.052,4.716
C/C=C\C=C/CC/C=C/C=C/C(=O)NCC(C)C,,,,,,,,,,,,,,,,,-4.2441254,,,,
C/C=C\C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,,,,,,,,,,,,,,,,,,-1.397,5.992,4.672,4.849
C/C=C\C[C@H](C)[C@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,,,,,,,,,,,,,,,,,,-1.388,6.046,4.676,4.87
C/C=C\c1ccc(OC)cc1,,,,,,,,,,,,,,,,,,-1.952,4.724,4.805,4.734
C/C=C\c1nc2ccccc2n2cccc12,,,,,,,,,,,,,,,,3.3,,,,,
C/N=C(\NC#N)NCCSCc1[nH]cnc1C,,,,,,,,,,,,,,,,,-5.900492006,,,,
C/N=C(\NC#N)NCCSCc1csc(N=C(N)N)n1,,,,,,,,,,,,,,,,0.57,-5.8800001,,,,
C/N=C(\NC#N)NCCSCc1nc[nH]c1C,,,0.675686709,,,,,,,,1.619093331,,,1.027920136,,,-5.7316561,,,,
C/N=C(\S)n1nc(-c2ccc(Cl)cc2)nc1N,,,,,,,,,,,,,,,4.12,,,,,,
C/N=C1\N[C@H](c2ccccc2)N(c2ccccc2)S1,,,,,,,,,,,,,,,,,,-1.981,4.67,4.778,4.835
C/N=c1\nc(-c2ccccc2)n(-c2ccccc2)s1,,,,,,,,,,,,,,,,,,-1.999,4.702,4.81,4.712
C1=C(CN2CCOCC2)COc2c1cccc2OC[C@@H]1CNCCO1,,,,,,,,,,,,,,,,,,-2.091,4.708,4.711,4.757
C1=C(CS/C(=N\C2CCCCC2)NC2CCCCC2)N2CCN=C2S1,,,,,,,,,,,,,,,,,,-2.112,4.768,4.696,5.539
C1=C(c2cc3ccccc3o2)C2CCN1CC2,,,,,,,,,,,,,,,2.59,,,,,,
C1=C(c2cc3ncc(-c4ccc(OCCN5CCCCC5)cc4)cn3n2)CCOC1,2.7,1.6893088591236203,1.631443769013172,2.7219754015859534,,,,,,,,,,,,,,,,,
C1=C(c2cccnc2)CCc2ccccc21,,,,,,,,,,,,,,,,,-4.835647144,,,,
C1=C(c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)CCOC1,2.9,1.0606978403536116,,2.6390878710837375,0.9938769149412112,0.06445798922691845,0.9344984512435677,-0.08618614761628333,,,,,,,,,,,,,
C1=C(c2nc3ccccc3n3cccc23)CCCC1,,,,,,,,,,,,,,,,4.12,,,,,
C1=CCC(c2cc3ccccc3o2)CNC1,,,,,,,,,,,,,,,1.94,,,,,,
C1=CCC(c2ccc3ccccc3c2)CNC1,,,,,,,,,,,,,,,1.64,,,,,,
C1=C\COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC/1,,,,,,,,,,,,,,,,,-4.795880017,,,,
C1=Cc2ccccc2C1.C=C(C)c1ccccc1.[N-]=[N+]=Nc1ccccc1,,,,,,,,,,,,,,,,,,-2.22,4.621,4.759,4.752
C1=NC=S2C(c3ccc(OCCN4CCCCC4)cc3)=CN=C12,2.5,2.439332693830263,,2.4282968139828798,,,,,,,,,,,,,,,,,
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,,,,,,,,,,,,,,,3.02,,,,,,
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1.O=C(O)/C=C\C(=O)O,,,,,,,,,,,,,,,,,,-2.312,4.529,4.584,4.664
C1CCC(C(C[C@@H]2CCCCN2)C2CCCCC2)CC1,,,,,,,,,,,,,,,,,,-2.482,4.572,4.614,5.668
C1CCC(N/C(=N/C23CC4CC(CC(C4)C2)C3)N2CCOCC2)CC1,,,,,,,,,,,,,,,,,,-2.138,4.784,4.685,5.275
C1CCC(N/C(=N\C23CC4CC(CC(C4)C2)C3)N2CCOCC2)CC1,,,,,,,,,,,,,,,,,,-2.147,4.796,4.686,5.337
C1CCC(NC2CCCCC2)CC1,,,,,,,,,,,,,,,-0.38,,,,,,
C1CCC(OCc2noc(C3CC3)n2)CC1,,,1.532053339,,,,,,,-0.053557685,1.209515015,,,2.570284855,,,,,,,
C1CCN(CC[C@@H]2CCCCN2)CC1,,,,,,,,,,,,,,,,,,-2.268,4.546,4.681,4.883
C1CCN(c2nc(NC3CC3)nc(N3CCCCC3)n2)CC1,,,,,,,,,,-0.522136436,-0.207608311,,,,,,,,,,
C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@H]2C1,,,,,,,,,,,,,,,,,,-2.25,4.607,4.686,4.899
C1CCNCC1.Oc1ncnc2[nH]cc(CN3CCCCC3)c12,,,,,,,,,,,,,,,,,,-2.256,4.593,4.619,4.648
